"","t","time","open","high","low","close","adjusted_close","volume","dividend_amount","split_coefficient","vix.open","vix.high","vix.low","vix.close","sma","ema","macd","macd_hist","macd_signal","slowd","slowk","rsi","adx","cci","aroon_down","aroon_up","real_lower_band","real_middle_band","real_upper_band","chaikin_a_d","obv"
"511",511,2012-10-01,29.5,29.89,29,29.16,29.16,884400,0,1,16.03,16.53,15.13,16.32,29.7095,29.6924,-0.0886,-0.1174,0.0288,28.0836,48.5336,48.941,6.2907,-19.165,31.6667,10,25.9428,29.7095,33.4762,-8422351.8448,4085900
"512",512,2012-10-02,29.28,29.89,29,29.8,29.8,729000,0,1,15.85,16.5,15.7,15.71,29.6813,29.696,-0.0395,-0.0547,0.0151,48.8515,72.2264,49.6092,6.1888,-7.4945,30,8.3333,25.9432,29.6813,33.4195,-7840790.047,4814900
"513",513,2012-10-03,29.75,29.95,29.2401,29.3,29.3,1052800,0,1,15.63,16.02,15.13,15.43,29.6485,29.683,-0.0405,-0.0445,0.004,66.7329,79.4385,49.0987,6.1011,-9.3375,28.3333,6.6667,25.9322,29.6485,33.3648,-8715923.5588,3762100
"514",514,2012-10-04,30,30.1,28.65,29.4,29.4,1541300,0,1,15.23,15.33,14.53,14.55,29.6133,29.6737,-0.0329,-0.0295,-0.0034,75.1801,73.8754,49.205,5.9016,-13.7104,26.6667,5,25.9283,29.6133,33.2983,-8662775.283,5303400
"515",515,2012-10-05,29.7,29.81,28.68,28.89,28.89,938600,0,1,13.68,14.78,13.67,14.33,29.5498,29.648,-0.0672,-0.0511,-0.0161,66.8727,47.3041,48.6777,5.7087,-25.2815,25,3.3333,25.9495,29.5498,33.1502,-9252515.106,4364800
"516",516,2012-10-08,28.86,29.4,28.611,29.25,29.25,889700,0,1,15.19,15.46,15.04,15.11,29.4665,29.6349,-0.0646,-0.0388,-0.0258,52.8917,37.4955,49.0695,5.5284,-24.6837,23.3333,1.6667,26.08,29.4665,32.853,-8701104.0793,5254500
"517",517,2012-10-09,29.12,29.12,28.25,28.37,28.37,1193000,0,1,15.28,16.4,15.18,16.37,29.34,29.5935,-0.132,-0.0849,-0.0471,35.5946,21.9843,48.1556,5.427,-51.6887,21.6667,0,26.395,29.34,32.285,-9565000.6311,4061500
"518",518,2012-10-10,28.39,28.72,28.01,28.4,28.4,503600,0,1,16.52,16.79,16.13,16.29,29.2575,29.5543,-0.181,-0.1071,-0.0738,27.389,22.6872,48.189,5.3774,-62.6451,20,0,26.4947,29.2575,32.0203,-9515349.9268,4565100
"519",519,2012-10-11,28.96,28.98,28.25,28.32,28.32,450600,0,1,15.33,15.8,15.31,15.59,29.1937,29.5139,-0.2236,-0.1198,-0.1038,19.5982,14.123,48.1048,5.2726,-51.2063,18.3333,0,26.5258,29.1937,31.8615,-9879533.4885,4114500
"520",520,2012-10-12,28.32,28.73,27.5,27.64,27.64,987600,0,1,15.41,16.18,14.96,16.14,29.1165,29.4524,-0.3087,-0.1639,-0.1448,17.0757,14.417,47.3893,5.3232,-87.9823,16.6667,0,26.5429,29.1165,31.6901,-10642313.9763,3126900
"521",521,2012-10-15,28,28.05,26.86,27.33,27.33,1468700,0,1,16.05,16.21,15.23,15.27,29.0422,29.3828,-0.3966,-0.2015,-0.1951,14.5563,15.129,47.0647,5.4949,-123.5807,15,66.6667,26.5247,29.0422,31.5597,-10950864.3965,1658200
"522",522,2012-10-16,27.67,28.09,27.34,28.06,28.06,479300,0,1,14.84,15.23,14.5,15.22,28.9988,29.3395,-0.4027,-0.1661,-0.2367,19.2674,28.2562,47.9189,5.6516,-89.8725,13.3333,65,26.5048,28.9988,31.4928,-10509908.3965,2137500
"523",523,2012-10-17,28.25,28.84,27.8,28.8191,28.8191,668000,0,1,15.43,15.63,14.9,15.07,28.9818,29.3224,-0.3424,-0.0846,-0.2578,33.3296,56.6035,48.7928,5.6299,-39.9948,11.6667,63.3333,26.4971,28.9818,31.4666,-9868756.858,2805500
"524",524,2012-10-18,28.99,28.99,27.78,28.04,28.04,741000,0,1,15.25,15.5,14.68,15.03,28.9667,29.2804,-0.3533,-0.0764,-0.2769,50.9992,68.1377,47.953,5.5752,-54.2199,10,61.6667,26.4702,28.9667,31.4631,-10291310.577,2064500
"525",525,2012-10-19,27.83,28.2,27.3,27.74,27.74,1027400,0,1,14.91,17.6,14.9,17.06,28.9602,29.2299,-0.3818,-0.0839,-0.2979,62.5942,63.0413,47.632,5.6215,-90.0279,8.3333,60,26.4531,28.9602,31.4673,-10314141.6881,1037100
"526",526,2012-10-22,27.99,28,27.36,27.85,27.85,470200,0,1,17.44,17.98,16.62,16.62,28.9325,29.1846,-0.391,-0.0745,-0.3165,58.0884,43.086,47.7624,5.6661,-87.2893,6.6667,58.3333,26.4137,28.9325,31.4513,-10064347.9381,1507300
"527",527,2012-10-23,27.38,28.56,27.3702,28.39,28.39,749000,0,1,18.23,19.65,18.17,18.83,28.9498,29.1586,-0.3507,-0.0273,-0.3234,50.7487,46.1187,48.4038,5.5766,-60.8345,5,56.6667,26.4606,28.9498,31.439,-9529383.9105,2256300
"528",528,2012-10-24,28.52,28.52,27.25,27.42,27.42,1016400,0,1,18.22,18.67,17.93,18.33,28.9498,29.1016,-0.3925,-0.0553,-0.3372,41.6028,35.6038,47.3419,5.5166,-87.725,3.3333,55,26.4606,28.9498,31.439,-10273676.8239,1239900
"529",529,2012-10-25,27.8,27.8,27.45,27.52,27.52,577700,0,1,17.56,18.64,17.3,18.12,28.971,29.0497,-0.4128,-0.0605,-0.3523,37.7828,31.6259,47.4627,5.4586,-100.0406,1.6667,53.3333,26.5534,28.971,31.3885,-10620296.8239,1817600
"530",530,2012-10-26,27.53,27.8,27.02,27.38,27.38,477400,0,1,18.03,18.64,17.52,17.81,28.9923,28.995,-0.4351,-0.0663,-0.3689,28.383,17.9191,47.3082,5.5001,-117.7321,0,51.6667,26.6552,28.9923,31.3294,-10657019.9009,1340200
"531",531,2012-10-31,27.7,28.35,27.37,28.1314,28.1314,775200,0,1,17.68,18.84,17.56,18.6,29.0067,28.9667,-0.3877,-0.0151,-0.3726,29.4213,38.7187,48.2283,5.4025,-79.5017,0,50,26.7017,29.0067,31.3116,-10227654.0233,2115400
"532",532,2012-11-01,28.25,29.49,28.2,29.2454,29.2454,1024100,0,1,17.77,17.79,16.45,16.69,29.0229,28.9758,-0.2573,0.0922,-0.3496,39.5062,61.8809,49.5565,5.3987,-4.2868,81.6667,48.3333,26.7252,29.0229,31.3206,-9591918.1473,3139500
"533",533,2012-11-02,29.27,29.55,28.55,28.9182,28.9182,1030300,0,1,16.06,17.6,16.05,17.59,29.0007,28.9739,-0.1783,0.137,-0.3153,59.8992,79.0979,49.1796,5.408,-1.1246,80,46.6667,26.7253,29.0007,31.2762,-9863505.2273,2109200
"534",534,2012-11-05,29.8,31.58,29.33,31.5,31.5,2048900,0,1,18.33,18.7,18.13,18.42,29.0409,29.0567,0.0915,0.3255,-0.234,76.2563,87.7901,52.1023,5.8162,130.3696,78.3333,45,26.6772,29.0409,31.4046,-7960304.7829,4158100
"535",535,2012-11-06,30.61,31.2,29.95,31.15,31.15,2324000,0,1,18.16,18.17,17.19,17.58,29.0699,29.1254,0.274,0.4064,-0.1324,84.8582,87.6865,51.6925,6.2108,123.1379,76.6667,43.3333,26.6468,29.0699,31.493,-5822224.7829,1834100
"536",536,2012-11-07,31,32.05,30.81,31.54,31.54,1714500,0,1,17.72,19.4,17.62,19.08,29.0966,29.2045,0.445,0.4619,-0.0169,89.0239,91.595,52.1193,6.7399,166.313,75,41.6667,26.6016,29.0966,31.5915,-5518039.299,3548600
"537",537,2012-11-08,31.01,31.88,30.94,31.31,31.31,1274000,0,1,18.69,18.69,17.96,18.49,29.0989,29.2736,0.5555,0.4579,0.0976,88.1379,85.1322,51.8446,7.2515,156.5008,73.3333,40,26.596,29.0989,31.6018,-5789103.1288,2274600
"538",538,2012-11-09,30.6,30.93,29.85,30.32,30.32,863000,0,1,18.8,18.81,17.67,18.61,29.1139,29.3079,0.5568,0.3674,0.1894,81.3543,67.3358,50.6754,7.466,85.5958,71.6667,38.3333,26.5927,29.1139,31.6351,-5900973.4992,1411600
"539",539,2012-11-12,30.29,31.42,30.16,31.07,31.07,555900,0,1,18.15,18.15,16.45,16.68,29.1417,29.3656,0.6113,0.3375,0.2738,69.7903,56.9029,51.5177,7.7626,115.7773,70,36.6667,26.5721,29.1417,31.7113,-5653906.8325,1967500
"540",540,2012-11-13,31.29,32,30.72,31.6143,31.6143,998300,0,1,17.36,17.38,16.12,16.65,29.1636,29.4394,0.6904,0.3333,0.3571,60.5293,57.349,52.1212,8.1513,147.7054,68.3333,35,26.5332,29.1636,31.7941,-5257238.5669,2965800
"541",541,2012-11-14,31.96,32.12,31.204,31.38,31.38,871300,0,1,16.32,18.05,15.93,17.92,29.1865,29.503,0.7259,0.295,0.4309,60.6452,67.6836,51.8387,8.5478,150.4566,66.6667,33.3333,26.5038,29.1865,31.8691,-5793715.8595,2094500
"542",542,2012-11-15,31.3,31.44,30.5,30.82,30.82,984000,0,1,17.74,18.64,17.62,17.99,29.2083,29.5462,0.7007,0.2159,0.4849,62.8251,63.4425,51.1648,8.751,105.6981,65,31.6667,26.4943,29.2083,31.9223,-6107758.4127,1110500
"543",543,2012-11-16,31.15,32,30.5901,31.8399,31.8399,908700,0,1,17.65,18.5,16.41,16.41,29.2538,29.6214,0.7544,0.2156,0.5388,65.4689,65.2804,52.313,9.0491,132.8972,63.3333,30,26.4576,29.2538,32.05,-5405431.7299,2019200
"544",544,2012-11-19,32.07,33.25,31.84,32.92,32.92,1392400,0,1,15.88,15.98,15.1,15.24,29.3033,29.7295,0.874,0.2682,0.6058,66.9566,72.1468,53.4907,9.5462,190.8387,61.6667,100,26.3584,29.3033,32.2482,-4664793.432,3411600
"545",545,2012-11-20,32.8,33.1,31.91,33,33,922500,0,1,15.11,15.65,15.06,15.08,29.3411,29.8368,0.9641,0.2866,0.6775,75.2111,88.2061,53.5771,10.0268,181.7396,60,98.3333,26.2683,29.3411,32.4139,-3897335.4488,4334100
"546",546,2012-11-21,32.61,33.47,32.286,32.47,32.47,963200,0,1,14.96,15.43,14.77,15.31,29.3906,29.9231,0.9815,0.2432,0.7383,80.6998,81.7464,52.9152,10.5511,174.1438,58.3333,100,26.2152,29.3906,32.566,-4561162.4759,3370900
"547",547,2012-11-23,32.6,32.83,31.7,32.13,32.13,430300,0,1,15,15.26,15,15.14,29.4541,29.9955,0.9567,0.1748,0.782,80.063,70.2366,52.4921,10.9021,138.6713,56.6667,98.3333,26.2152,29.4541,32.6931,-4663977.5201,2940600
"548",548,2012-11-26,32.1,32.3,31.62,32.27,32.27,495800,0,1,15.63,15.84,15.47,15.5,29.5138,30.07,0.9376,0.1245,0.8131,67.876,51.6452,52.6506,11.2203,124.1007,55,96.6667,26.2022,29.5138,32.8254,-4211924.5789,3436400
"549",549,2012-11-27,32.13,32.66,31.52,32.15,32.15,910800,0,1,15.3,15.93,15.01,15.92,29.5761,30.1382,0.9024,0.0715,0.831,54.0621,40.3045,52.4979,11.5908,120.1057,53.3333,95,26.2097,29.5761,32.9426,-4116050.8947,2525600
"550",550,2012-11-28,32,34.29,31.91,33.23,33.23,1525200,0,1,16.43,16.98,15.47,15.51,29.6565,30.2396,0.9507,0.0958,0.8549,45.0028,43.0586,53.7262,12.208,158.7607,51.6667,100,26.177,29.6565,33.1359,-3949432.4073,4050800
"551",551,2012-11-29,33.44,34,32.87,33.69,33.69,1103400,0,1,15.21,15.51,15.02,15.06,29.7426,30.3527,1.0144,0.1276,0.8868,46.941,57.46,54.2388,12.8046,165.3209,50,98.3333,26.1267,29.7426,33.3586,-3451437.7171,5154200
"552",552,2012-11-30,33.63,34.28,33.01,33.82,33.82,1420300,0,1,15.26,16.17,14.89,15.87,29.8373,30.4664,1.0631,0.141,0.9221,58.2956,74.3682,54.384,13.4234,163.5125,48.3333,96.6667,26.0988,29.8373,33.5758,-3060016.4572,6574500
"553",553,2012-12-03,33.89,35,33.5,34.62,34.62,2085700,0,1,15.81,16.69,15.76,16.64,29.9486,30.6026,1.1529,0.1847,0.9682,71.7708,83.4841,55.2723,14.1264,180.6914,46.6667,100,26.0484,29.9486,33.8489,-2031071.1239,8660200
"554",554,2012-12-04,34.08,34.8,33.55,33.9,33.9,1263300,0,1,16.66,17.37,16.38,17.12,30.0378,30.7107,1.1528,0.1476,1.0051,78.8968,78.8381,54.3044,14.806,160.1345,45,98.3333,26.0265,30.0378,34.0491,-2586923.1239,7396900
"555",555,2012-12-05,33.82,34.19,33.58,33.71,33.71,661500,0,1,16.95,17.53,16.27,16.46,30.1105,30.809,1.1243,0.0954,1.029,75.5428,64.3061,54.0505,15.4629,142.6226,43.3333,96.6667,25.995,30.1105,34.2259,-2966472.3042,6735400
"556",556,2012-12-06,33.82,34.8,33.5,33.9,33.9,660400,0,1,16.59,16.85,16.31,16.58,30.2193,30.9104,1.1044,0.0603,1.0441,64.2216,49.5205,54.268,16.1879,145.3008,41.6667,95,26.0544,30.2193,34.3842,-3220472.3042,7395800
"557",557,2012-12-07,34.3,34.49,33.85,34.17,34.17,664400,0,1,16.12,16.65,15.73,15.9,30.3255,31.0173,1.0977,0.0429,1.0548,52.2563,42.9423,54.5787,16.8888,143.1783,40,93.3333,26.0885,30.3255,34.5624,-3220472.3042,8060200
"558",558,2012-12-10,34.43,34.7999,34.18,34.57,34.57,929800,0,1,16.47,16.47,15.96,16.05,30.4303,31.1337,1.1119,0.0457,1.0662,49.8985,57.2327,55.0389,17.6122,149.1052,38.3333,91.6667,26.091,30.4303,34.7696,-2980335.2176,8990000
"559",559,2012-12-11,34.6,35.5,34.46,35.28,35.28,1572600,0,1,15.94,16.01,15.42,15.57,30.527,31.2697,1.167,0.0806,1.0864,57.3888,71.9915,55.8465,18.4112,160.6585,36.6667,100,26.0214,30.527,35.0325,-2073065.9868,10562600
"560",560,2012-12-12,35.21,35.8,34.95,35.26,35.26,2063800,0,1,15.6,16.09,15.41,15.95,30.6081,31.4005,1.1953,0.0871,1.1082,70.6113,82.6098,55.8178,19.2247,160.2588,35,100,25.9427,30.6081,35.2735,-2631505.9868,8498800
"561",561,2012-12-13,35.26,35.3,32.75,33.61,33.61,2151300,0,1,15.87,16.67,15.71,16.56,30.626,31.473,1.0722,-0.0288,1.101,73.058,64.5728,53.509,19.3531,108.9676,33.3333,98.3333,25.9231,30.626,35.3288,-3331733.0457,6347500
"562",562,2012-12-14,33.6,34.4,33.59,33.81,33.81,1023000,0,1,16.68,17.15,16.61,17,30.6671,31.5496,0.9794,-0.0972,1.0767,64.5578,46.4909,53.7449,19.4771,106.7315,31.6667,96.6667,25.8973,30.6671,35.437,-3799029.342,7370500
"563",563,2012-12-17,33.77,34.5,33.75,34.4,34.4,824900,0,1,17.2,17.2,16.21,16.34,30.723,31.643,0.9427,-0.1072,1.0499,50.0267,39.0164,54.4382,19.6142,111.6421,30,95,25.859,30.723,35.587,-3194102.6753,8195400
"564",564,2012-12-18,34.26,35.07,34.26,34.59,34.59,1553900,0,1,16.39,16.43,15.46,15.57,30.7845,31.7397,0.9183,-0.1052,1.0236,45.078,49.7268,54.6608,19.8432,119.748,28.3333,93.3333,25.8208,30.7845,35.7482,-3481861.9345,9749300
"565",565,2012-12-19,34.75,35.26,34.52,34.61,34.61,1298800,0,1,16.05,17.46,16.04,17.36,30.861,31.8338,0.8904,-0.1065,0.9969,50.3997,62.4558,54.6845,20.0962,118.9126,26.6667,91.6667,25.8061,30.861,35.9158,-4464737.6102,11048100
"566",566,2012-12-20,34.51,34.7881,34.05,34.43,34.43,921200,0,1,17.26,17.96,17.11,17.67,30.9238,31.9189,0.844,-0.1224,0.9663,57.7907,61.1895,54.4242,20.2051,103.1951,25,90,25.7875,30.9238,36.0602,-4437404.8911,10126900
"567",567,2012-12-21,33.94,34.17,33.58,34,34,1492400,0,1,19.85,19.93,17.76,17.84,31.0295,31.9871,0.7637,-0.1621,0.9258,57.6863,49.4135,53.8019,20.1787,85.2479,23.3333,88.3333,25.9052,31.0295,36.1537,-3805032.0097,8634500
"568",568,2012-12-24,33.64,34.35,33.55,34.28,34.28,375800,0,1,18.46,18.66,17.84,17.84,31.1418,32.0623,0.7144,-0.1691,0.8835,49.9776,39.3298,54.149,20.1869,86.4792,21.6667,86.6667,26.033,31.1418,36.2506,-3494997.0097,9010300
"569",569,2012-12-26,33.96,34.5,33.5,33.59,33.59,601400,0,1,18.71,19.63,18.61,19.48,31.2268,32.1124,0.6126,-0.2167,0.8293,37.6704,24.2679,53.1481,20.2231,78.1495,20,85,26.1276,31.2268,36.326,-3988145.0097,8408900
"570",570,2012-12-27,33.5,33.91,33,33.69,33.69,561100,0,1,19.39,20.9,19.11,19.47,31.3003,32.1641,0.5339,-0.2364,0.7703,30.7984,28.7974,53.2754,20.1145,66.3211,18.3333,83.3333,26.1883,31.3003,36.4123,-3698346.1086,8970000
"571",571,2012-12-28,33.38,33.65,33.02,33.22,33.22,414100,0,1,20.32,23.23,19.94,22.72,31.368,32.1987,0.4286,-0.2733,0.7019,24.1738,19.4562,52.5925,20.0096,57.5742,16.6667,81.6667,26.2636,31.368,36.4723,-3849525.4737,8555900
"572",572,2012-12-31,33,33.97,33,33.87,33.87,594900,0,1,22.14,22.72,17.88,18.02,31.4358,32.2535,0.3931,-0.2471,0.6402,28.4462,37.085,53.4321,19.9739,64.8888,15,80,26.3085,31.4358,36.5631,-3377285.2675,9150800
"573",573,2013-01-02,35,35.4499,34.705,35.36,35.36,1194800,0,1,15.24,15.93,14.6,14.68,31.5368,32.3554,0.4796,-0.1284,0.6081,37.6246,56.3324,55.2784,20.215,106.8637,13.3333,78.3333,26.3434,31.5368,36.7302,-2470879.7366,10345600
"574",574,2013-01-03,35.18,35.45,34.75,34.77,34.77,742000,0,1,14.77,14.92,14.24,14.56,31.6263,32.4345,0.4949,-0.0905,0.5854,56.3142,75.5251,54.4097,20.448,98.108,11.6667,76.6667,26.3983,31.6263,36.8543,-3170479.7366,9603600
"575",575,2013-01-04,34.8,34.8,33.92,34.4,34.4,674000,0,1,14.23,14.31,13.64,13.83,31.7181,32.499,0.4718,-0.0909,0.5627,69.0323,75.2394,53.8698,20.4287,77.7914,10,75,26.4921,31.7181,36.9442,-3109207.0093,8929600
"576",576,2013-01-07,34.8,34.8,33.9,34.34,34.34,442000,0,1,14.53,14.53,13.71,13.79,31.803,32.5593,0.4434,-0.0954,0.5388,70.7084,61.3605,53.7818,20.4043,74.7333,8.3333,73.3333,26.5747,31.803,37.0313,-3119029.2315,8487600
"577",577,2013-01-08,34.5,34.5,33.11,33.68,33.68,1284000,0,1,13.88,14.29,13.62,13.62,31.8915,32.5961,0.3635,-0.1402,0.5038,60.6662,45.3986,52.8166,20.1596,56.0868,6.6667,71.6667,26.7192,31.8915,37.0638,-3349964.4833,7203600
"578",578,2013-01-09,34.01,34.19,33.4,33.64,33.64,698000,0,1,13.32,13.93,13.22,13.81,31.9788,32.6303,0.2936,-0.1681,0.4617,46.8866,33.9008,52.7582,19.9231,53.8533,5,70,26.8687,31.9788,37.0889,-3623863.2175,6505600
"579",579,2013-01-10,33.87,33.99,33.38,33.53,33.53,922500,0,1,13.33,13.88,13.33,13.49,32.0656,32.6598,0.2267,-0.188,0.4147,34.4176,23.9535,52.5957,19.6888,49.0212,3.3333,68.3333,27.0306,32.0656,37.1006,-4092674.6929,5583100
"580",580,2013-01-11,34.04,34.04,32.11,32.91,32.91,1563200,0,1,13.55,13.79,13.22,13.36,32.1535,32.668,0.1222,-0.234,0.3562,27.8672,25.7471,51.6831,19.1249,28.6033,1.6667,66.6667,27.2482,32.1535,37.0588,-4359957.5945,4019900
"581",581,2013-01-14,33.08,33.38,32.85,33.26,33.26,925100,0,1,13.66,13.85,13.41,13.52,32.2523,32.6874,0.0669,-0.2315,0.2984,27.979,34.2363,52.1597,18.5798,31.2882,0,65,27.5032,32.2523,37.0014,-3853770.802,4945000
"582",582,2013-01-15,33.11,34.25,33.08,33.9,33.9,1624200,0,1,13.97,13.99,13.33,13.55,32.3496,32.7272,0.0739,-0.1796,0.2535,37.9391,53.8339,53.0213,18.2528,48.7024,13.3333,63.3333,27.7101,32.3496,36.9891,-3201314.3918,6569200
"583",583,2013-01-16,33.85,34.23,33.73,34.1,34.1,1378200,0,1,13.7,13.76,13.2,13.42,32.4377,32.7722,0.0944,-0.1272,0.2217,54.3293,74.9176,53.2886,17.9366,56.5951,11.6667,61.6667,27.8696,32.4377,37.0057,-2539778.3918,7947400
"584",584,2013-01-17,34.16,34.85,33.92,34.38,34.38,1436700,0,1,13.45,13.7,13.16,13.57,32.5433,32.8249,0.1318,-0.0719,0.2037,71.7485,86.4941,53.664,17.7676,67.9752,10,60,28.0953,32.5433,36.9913,-2555226.7788,9384100
"585",585,2013-01-18,34.74,34.78,33.82,34.52,34.52,3555100,0,1,13.52,13.53,12.29,12.46,32.6563,32.8805,0.1707,-0.0264,0.1971,82.6191,86.4458,53.8526,17.5763,66.5524,8.3333,58.3333,28.3603,32.6563,36.9524,-925805.9455,12939200
"586",586,2013-01-22,34.56,35.55,34.26,35.19,35.19,1920200,0,1,13.28,13.32,12.43,12.43,32.7787,32.9562,0.2527,0.0445,0.2082,85.6213,83.9239,54.7489,17.5554,89.608,6.6667,56.6667,28.6212,32.7787,36.9361,-77345.4804,14859400
"587",587,2013-01-23,35.02,36.24,34.96,36,36,1564300,0,1,12.67,12.67,12.3,12.46,32.9055,33.056,0.3787,0.1364,0.2423,85.6081,86.4544,55.8043,17.6716,117.865,5,100,28.8278,32.9055,36.9832,900342.0196,16423700
"588",588,2013-01-24,36,37.72,35.84,36.99,36.99,1970400,0,1,12.73,13.5,12.4,12.69,33.065,33.185,0.5521,0.2478,0.3043,85.3645,85.7151,57.0494,18.0435,163.9733,3.3333,100,29.1112,33.065,37.0187,1340537.7643,18394100
"589",589,2013-01-25,37,37.54,36.8,36.98,36.98,1287800,0,1,12.63,12.99,12.5,12.89,33.2227,33.3094,0.6808,0.3012,0.3796,85.4727,84.2486,57.0329,18.403,175.9167,1.6667,98.3333,29.4142,33.2227,37.0312,679235.0616,17106300
"590",590,2013-01-28,36.86,38.71,36.86,38.03,38.03,1986000,0,1,13.29,13.91,13.29,13.57,33.4002,33.4642,0.8577,0.3825,0.4752,84.102,82.3423,58.3205,18.9332,210.9811,0,100,29.7064,33.4002,37.0939,1205256.6832,19092300
"591",591,2013-01-29,38.1,38.44,37.13,37.95,37.95,1426600,0,1,13.87,13.88,13.04,13.31,33.5638,33.6113,0.9801,0.4039,0.5762,82.8056,81.826,58.1854,19.4457,210.7458,0,98.3333,29.9491,33.5638,37.1785,1564629.2023,17665700
"592",592,2013-01-30,37.85,38,37.43,37.52,37.52,968100,0,1,13.64,14.33,13.6,14.32,33.7017,33.7394,1.0306,0.3635,0.6671,79.4993,74.3297,57.4579,19.9412,200.1896,0,96.6667,30.1254,33.7017,37.278,902244.9918,16697600
"593",593,2013-01-31,37.87,37.87,36.93,37.51,37.51,901400,0,1,14.43,14.43,14.04,14.28,33.8449,33.863,1.0575,0.3124,0.7452,71.5455,58.4809,57.4409,20.2627,187.3711,0,95,30.3593,33.8449,37.3305,1113210.9492,15796200
"594",594,2013-02-01,38.17,38.5,37.62,38.3,38.3,1100600,0,1,13.37,13.38,12.72,12.9,33.9582,34.0085,1.1296,0.3076,0.8221,63.5532,57.8491,58.4282,20.6764,214.5785,0,93.3333,30.3451,33.9582,37.5714,1713538.2219,16896800
"595",595,2013-02-04,38.4,38.42,37.59,37.74,37.74,1128000,0,1,14,14.75,13.8,14.67,34.0681,34.1309,1.1286,0.2452,0.8834,57.2881,55.5343,57.4672,21.0668,194.4775,5,91.6667,30.4028,34.0681,37.7333,993249.0653,15768800
"596",596,2013-02-05,38,38.65,37.68,38.13,38.13,1310200,0,1,14.21,14.21,13.39,13.72,34.1779,34.262,1.146,0.2101,0.9359,59.9275,66.3992,57.9569,21.4819,195.2706,3.3333,90,30.4283,34.1779,37.9275,898698.5498,17079000
"597",597,2013-02-06,38.18,39.39,37.9045,39.17,39.17,1893200,0,1,14.06,14.08,13.34,13.41,34.3089,34.4229,1.2296,0.2349,0.9946,64.2464,70.8056,59.2301,22.0006,214.0686,1.6667,100,30.4225,34.3089,38.1953,2231139.2096,18972200
"598",598,2013-02-07,39.19,39.68,38.95,39.48,39.48,1196600,0,1,13.47,14.41,13.43,13.5,34.4616,34.5887,1.3057,0.2489,1.0569,73.6521,83.7517,59.601,22.546,225.0839,0,100,30.4951,34.4616,38.428,2772067.9767,20168800
"599",599,2013-02-08,39.45,40,39.14,39.24,39.24,1139800,0,1,13.2,13.2,12.89,13.02,34.5977,34.7412,1.3314,0.2196,1.1118,79.2915,83.3174,59.1772,23.1214,212.5937,0,100,30.5463,34.5977,38.6492,1897337.7441,19029000
"600",600,2013-02-11,37.98,39.15,37.5,38.42,38.42,3266300,0,1,13.37,13.42,12.91,12.94,34.7112,34.8618,1.2709,0.1273,1.1436,77.4336,65.2318,57.7504,23.1629,154.9091,3.3333,98.3333,30.6193,34.7112,38.803,2273457.1381,15762700
"601",601,2013-02-12,38.45,38.87,37.29,37.89,37.89,2261300,0,1,12.82,13.13,12.63,12.64,34.8197,34.9611,1.1668,0.0185,1.1482,63.6725,42.4683,56.8494,23.1432,133.0265,1.6667,96.6667,30.7417,34.8197,38.8977,1729600.176,13501400
"602",602,2013-02-13,38.3,39,38.05,38.45,38.45,966800,0,1,12.88,13.19,12.67,12.98,34.9468,35.0755,1.1165,-0.0253,1.1419,47.205,33.9149,57.5608,23.1478,144.6086,0,95,30.8999,34.9468,38.9937,1576947.5445,14468200
"603",603,2013-02-14,38.64,38.75,38.21,38.3,38.3,990700,0,1,13.3,13.32,12.64,12.66,35.0545,35.1812,1.0525,-0.0715,1.124,36.8182,34.0713,57.3035,23.1523,133.9305,0,93.3333,31.0002,35.0545,39.1088,916480.8778,13477500
"604",604,2013-02-15,38.5,38.51,36.95,37.04,37.04,2017600,0,1,12.47,12.89,12.24,12.46,35.1232,35.2422,0.8898,-0.1873,1.0772,32.0137,28.0549,55.1955,22.8004,92.909,8.3333,91.6667,31.0763,35.1232,39.1701,-868319.1222,11459900
"605",605,2013-02-19,37.36,39.29,37.31,39.28,39.28,2701400,0,1,12.81,12.85,12.08,12.31,35.2278,35.3746,0.9309,-0.117,1.0479,36.368,46.9776,57.9895,22.6135,129.1754,6.6667,90,31.0824,35.2278,39.3733,1805794.0091,14161300
"606",606,2013-02-20,39.3,39.65,38.46,38.54,38.54,3122000,0,1,12.32,14.68,12.32,14.68,35.329,35.4783,0.8935,-0.1236,1.017,43.0722,54.1841,56.7995,22.5004,131.2304,5,88.3333,31.1615,35.329,39.4965,-896441.285,11039300
"607",607,2013-02-21,36.49,37.39,34.54,35.16,35.16,9037800,0,1,14.68,16.21,14.67,15.22,35.3795,35.4679,0.5843,-0.3462,0.9305,52.6756,56.8649,51.8568,21.969,12.1717,3.3333,86.6667,31.2957,35.3795,39.4633,-6002005.4955,2001500
"608",608,2013-02-22,35.72,36.39,35.6,36.11,36.11,2547300,0,1,14.6,15.02,14.16,14.17,35.4435,35.489,0.4112,-0.4154,0.8266,48.3215,33.9153,53.0252,21.4553,22.6073,1.6667,85,31.437,35.4435,39.45,-5260386.5082,4548800
"609",609,2013-02-25,36.15,36.75,34.34,34.38,34.38,2889400,0,1,13.69,19.28,13.57,18.99,35.4807,35.4526,0.1329,-0.555,0.6879,35.1057,14.5368,50.7445,21.1744,-12.8165,0,83.3333,31.5565,35.4807,39.4048,-8053872.8153,1659400
