"","t","time","open","high","low","close","adjusted_close","volume","dividend_amount","split_coefficient","vix.open","vix.high","vix.low","vix.close","sma","ema","macd","macd_hist","macd_signal","slowd","slowk","rsi","adx","cci","aroon_down","aroon_up","real_lower_band","real_middle_band","real_upper_band","chaikin_a_d","obv"
"2187",2187,2019-06-03,185.51,186.68,176.9919,178.97,178.97,13064410,0,1,19.41,19.75,18.16,18.86,250.5977,243.9349,-18.8519,-1.896,-16.9559,16.7669,12.9814,38.0892,27.5452,-177.3744,100,31.6667,186.8523,250.5977,314.343,246068831.4265,63451287
"2188",2188,2019-06-04,181.1,193.98,179.61,193.6,193.6,13807522,0,1,18.74,18.74,16.97,16.97,249.0887,242.2846,-17.7563,-0.6403,-17.1159,23.0921,38.4742,40.4088,28.0249,-148.151,98.3333,30,184.3126,249.0887,313.8647,259146101.741,77258809
"2189",2189,2019-06-05,198.68,201.2782,191.8486,196.59,196.59,13510756,0,1,17.06,17.49,16.04,16.09,247.5165,240.7864,-16.457,0.5271,-16.9842,38.2012,63.1479,40.8692,28.2705,-123.6244,96.6667,28.3333,182.3005,247.5165,312.7325,259222326.8428,90769565
"2190",2190,2019-06-06,204.44,211,201.8,205.95,205.95,20242151,0,1,16.25,16.54,15.36,15.93,246.2263,239.6442,-14.5049,1.9834,-16.4883,63.164,87.8699,42.2888,28.2381,-96.0579,95,26.6667,180.8351,246.2263,311.6175,257242116.4188,111011716
"2191",2191,2019-06-07,205,210.8438,203.499,204.5,204.5,16003527,0,1,15.65,16.44,15.33,16.3,244.8187,238.4919,-12.9258,2.85,-15.7758,77.7541,82.2445,42.1295,28.2069,-92.2084,93.3333,25,179.5315,244.8187,310.1058,245600731.4859,95008189
"2192",2192,2019-06-10,210.25,216.94,209.01,212.88,212.88,10585039,0,1,16.3,16.47,15.84,15.94,243.534,237.6522,-10.8728,3.9224,-14.7952,85.0561,85.0538,43.3833,28.0131,-73.4426,91.6667,23.3333,178.8195,243.534,308.2485,245347117.6889,105593228
"2193",2193,2019-06-11,219.1435,220.9,213.5,217.1,217.1,11653537,0,1,15.84,16.7,15.5,15.99,242.5618,236.9784,-8.8038,4.7931,-13.5969,84.314,85.6436,44.0046,27.7228,-60.9786,90,21.6667,178.0409,242.5618,307.0827,245032157.2295,117246765
"2194",2194,2019-06-12,222.95,223.38,209,209.26,209.26,15197544,0,1,16.26,16.43,15.78,15.91,241.558,236.0696,-7.7079,4.7112,-12.4191,80.3006,70.2043,43.1108,27.5196,-66.4369,88.3333,20,176.8702,241.558,306.2458,230384176.7121,102049221
"2195",2195,2019-06-13,210.38,214.9,207.5103,213.91,213.91,8168260,0,1,16.16,16.21,15.61,15.82,240.6653,235.343,-6.3905,4.8229,-11.2134,71.2665,57.9518,43.7993,27.3488,-68.2385,86.6667,18.3333,175.9543,240.6653,305.3764,236363828.9472,110217481
"2196",2196,2019-06-14,211.25,216.65,210.4,214.92,214.92,7433402,0,1,16,16.4,15.21,15.28,239.6873,234.6734,-5.205,4.8068,-10.0117,57.5661,44.5422,43.9491,27.1358,-61.4989,85,16.6667,175.2236,239.6873,304.151,239682099.6,117650883
"2197",2197,2019-06-17,215.48,227,214.27,225.03,225.03,12316803,0,1,15.65,15.76,15.24,15.35,238.8708,234.3572,-3.4103,5.2811,-8.6914,55.159,62.9832,45.4302,26.6596,-40.3352,83.3333,15,174.9284,238.8708,302.8133,248186789.1813,129967686
"2198",2198,2019-06-18,228.72,234.74,222.56,224.74,224.74,12715788,0,1,14.89,15.54,14.62,15.15,238.2077,234.0419,-1.9885,5.3624,-7.3508,58.0483,66.6195,45.3952,26.0139,-26.2924,81.6667,13.3333,174.5186,238.2077,301.8968,240022793.9301,117251898
"2199",2199,2019-06-19,225.11,227.77,221.06,226.43,226.43,6575135,0,1,15.05,15.71,14.15,14.33,237.6412,233.7923,-0.7171,5.307,-6.0241,67.9397,74.2164,45.6433,25.42,-30.5329,80,11.6667,174.1481,237.6412,301.1343,243971794.5337,123827033
"2200",2200,2019-06-20,223,226.9,216.35,219.62,219.62,11863462,0,1,14.04,16.03,13.19,14.75,236.8387,233.3277,-0.256,4.6145,-4.8705,65.905,56.8791,44.809,24.9401,-39.0167,78.3333,10,173.6728,236.8387,300.0046,239462554.4749,111963571
"2201",2201,2019-06-21,216.22,222.18,215.5,221.86,221.86,8202078,0,1,14.74,15.48,14.42,15.4,235.9558,232.9517,0.2868,4.1258,-3.839,59.7475,48.1468,45.1444,24.4932,-40.047,76.6667,8.3333,173.4615,235.9558,298.4502,246878804.6426,120165649
"2202",2202,2019-06-24,223.24,225.86,221.02,223.64,223.64,5750771,0,1,15.46,15.56,15.23,15.26,235.0395,232.6464,0.8508,3.7519,-2.901,48.0382,39.0888,45.4125,23.9684,-29.228,75,6.6667,173.4688,235.0395,296.6102,247354074.9731,125916420
"2203",2203,2019-06-25,224.39,225.34,219.49,219.76,219.76,6182071,0,1,15.43,16.68,15.1,16.28,234.0378,232.2239,0.9735,3.0997,-2.1261,41.7569,38.0351,44.9258,23.4933,-32.5051,73.3333,5,173.469,234.0378,294.6066,241742656.6808,119734349
"2204",2204,2019-06-26,220.31,227.23,218.1,219.27,219.27,8507208,0,1,16.1,16.6,15.47,16.21,232.8727,231.7992,1.0195,2.5165,-1.497,37.8375,36.3888,44.864,22.9852,-30.5635,71.6667,3.3333,173.9237,232.8727,291.8216,235415828.3873,111227141
"2205",2205,2019-06-27,219.45,222.9,217.35,222.84,222.84,6339710,0,1,15.66,16.4,15.66,15.82,231.822,231.5054,1.3286,2.2605,-0.9319,39.1894,43.1444,45.4199,22.5106,-29.9584,70,1.6667,174.4639,231.822,289.1801,241618463.5765,117566851
"2206",2206,2019-06-28,220.99,225.17,220.8,223.46,223.46,6851384,0,1,15.7,16.13,15.08,15.08,230.6828,231.2416,1.6052,2.0296,-0.4245,43.9062,52.1855,45.5169,21.9909,-21.8562,68.3333,0,175.4604,230.6828,285.9053,243107894.8808,124418235
"2207",2207,2019-07-01,230.21,233.0995,226.28,227.17,227.17,8237964,0,1,13.85,14.64,13.8,14.06,230.006,231.1081,2.0995,2.0192,0.0803,52.5286,62.256,46.0999,21.2841,-3.7488,66.6667,3.3333,175.6299,230.006,284.3821,237020172.9689,132656199
"2208",2208,2019-07-02,228.89,229.15,222.22,224.55,224.55,9259027,0,1,14.16,14.3,12.9,12.93,229.1658,230.8931,2.2539,1.7388,0.515,57.0259,56.6363,45.7483,20.6983,-12.3104,65,1.6667,176.0509,229.1658,282.2808,233987273.7929,123397172
"2209",2209,2019-07-03,239.39,241.57,234.51,234.9,234.9,14201148,0,1,13.18,13.19,12.56,12.57,228.5275,231.0245,3.1747,2.1278,1.047,59.6894,60.1759,47.3609,20.1797,26.2148,63.3333,0,176.6382,228.5275,280.4168,221355091.1527,137598320
"2210",2210,2019-07-05,234.57,235.45,230.8,233.1,233.1,7065738,0,1,13,14.47,12.04,13.28,227.874,231.0925,3.7165,2.1356,1.5809,58.6481,59.1322,47.1132,19.5883,16.5752,61.6667,1.6667,177.2342,227.874,278.5138,221279115.4753,130532582
"2211",2211,2019-07-08,231.24,232.25,228.66,230.34,230.34,5880542,0,1,13.73,14.44,13.64,13.96,227.112,231.0679,3.8784,1.838,2.0404,59.0632,57.8815,46.7322,18.965,10.6264,60,0,178.0439,227.112,276.1801,220902367.6591,124652040
"2212",2212,2019-07-09,228.97,231,227.28,230.06,230.06,6190835,0,1,14.47,14.71,13.99,14.09,226.4727,231.0348,3.9387,1.5187,2.42,54.7491,47.2335,46.6932,18.3367,9.8471,58.3333,5,178.5888,226.4727,274.3565,223964501.1,118461205
"2213",2213,2019-07-10,234.15,238.94,233.14,238.92,238.92,9145736,0,1,14.38,14.69,12.98,13.03,225.993,231.2934,4.6478,1.7822,2.8656,53.2535,54.6454,48.0861,17.9086,39.3663,56.6667,3.3333,179.2067,225.993,272.7793,233047163.0586,127606941
"2214",2214,2019-07-11,238.14,241.5,235.8,238.6,238.6,7514430,0,1,13.01,13.33,12.39,12.93,225.53,231.5329,5.125,1.8075,3.3175,56.3573,67.1928,48.04,17.5526,47.9679,55,1.6667,179.8139,225.53,271.2461,232915330.9533,120092511
"2215",2215,2019-07-12,239.75,245.38,239.71,245.08,245.08,9200521,0,1,12.76,12.82,12.28,12.39,225.0587,231.9771,5.9573,2.1118,3.8454,69.4354,86.4681,49.0461,17.2949,69.0468,53.3333,0,180.7638,225.0587,269.3535,241142251.8475,129293032
"2216",2216,2019-07-15,248,254.42,244.86,253.5,253.5,11000092,0,1,12.58,13.02,12.49,12.68,224.7632,232.6828,7.2132,2.6942,4.519,81.7269,91.5196,50.3173,17.2356,100.86,51.6667,1.6667,181.4793,224.7632,268.047,250025171.3287,140293124
"2217",2217,2019-07-16,249.3,253.53,247.9325,252.38,252.38,8148989,0,1,12.61,13.14,12.28,12.86,224.4152,233.3286,8.0256,2.8053,5.2203,91.0366,95.1221,50.1481,17.1783,105.6447,50,0,182.3788,224.4152,266.4516,254825759.3104,132144135
"2218",2218,2019-07-17,255.67,258.31,253.35,254.86,254.86,9764727,0,1,12.62,13.97,12.24,13.97,224.2837,234.0345,8.7685,2.8385,5.9299,92.4025,90.5657,50.5228,17.22,124.0326,48.3333,0,182.6806,224.2837,265.8867,251006491.0886,141908862
"2219",2219,2019-07-18,255.05,255.75,251.885,253.54,253.54,4764483,0,1,14.45,14.5,13.19,13.53,224.111,234.674,9.1453,2.5723,6.573,89.6117,83.1473,50.3181,17.2176,118.3519,46.6667,0,183.0851,224.111,265.1369,250322328.5879,137144379
"2220",2220,2019-07-19,255.69,259.96,254.62,258.18,258.18,7048410,0,1,13.31,14.45,13.09,14.45,224.103,235.4447,9.7064,2.5067,7.1997,85.3755,82.4134,51.0275,17.3013,134.4402,45,0,183.1039,224.103,265.1021,252671798.5879,144192789
"2221",2221,2019-07-22,258.75,262.155,254.1911,255.68,255.68,6846273,0,1,14.55,14.7,13.42,13.53,224.2372,236.1082,9.836,2.1091,7.727,79.3025,72.3468,50.6313,17.4265,132.2238,43.3333,100,182.8798,224.2372,265.5945,248385431.1291,137346516
"2222",2222,2019-07-23,256.71,260.48,254.5,260.17,260.17,5023121,0,1,13.42,13.52,12.55,12.61,224.6543,236.8971,10.1836,1.9653,8.2183,76.4042,74.4524,51.3215,17.5475,132.4439,41.6667,98.3333,182.3709,224.6543,266.9377,252887760.3198,142369637
"2223",2223,2019-07-24,259.17,266.07,258.1601,264.88,264.88,11072835,0,1,12.8,13.1,11.98,12.07,225.0445,237.8146,10.7157,1.9979,8.7178,74.1282,75.5854,52.0368,17.7779,145.9611,40,100,181.7282,225.0445,268.3608,260628903.7307,153442472
"2224",2224,2019-07-25,233.5,234.5,225.5501,228.82,228.82,22418252,0,1,12.24,13.54,11.69,12.74,224.88,237.5197,8.1338,-0.4672,8.601,70.0518,60.1175,46.6945,17.2263,18.4743,38.3333,98.3333,181.6975,224.88,268.0625,254591939.1674,131024220
"2225",2225,2019-07-26,226.92,230.26,222.25,228.04,228.04,10027697,0,1,12.58,12.72,12.01,12.16,224.7805,237.2088,5.9561,-2.1159,8.072,57.7781,37.6313,46.5893,16.7628,8.324,36.6667,96.6667,181.6551,224.7805,267.9059,259061212.3622,120996523
"2226",2226,2019-07-29,227.09,235.94,226.0325,235.77,235.77,9273331,0,1,12.7,13.17,12.58,12.83,224.6417,237.1617,4.7986,-2.6187,7.4173,38.3759,17.3788,47.7752,16.2184,31.6844,35,95,181.7128,224.6417,267.5705,268016306.4164,130269854
"2227",2227,2019-07-30,232.9,243.36,232.18,242.26,242.26,8109014,0,1,12.87,14.18,12.87,13.94,224.4288,237.3288,4.3548,-2.45,6.8048,28.3068,29.9102,48.7469,15.8472,59.5467,33.3333,93.3333,181.9808,224.4288,266.8769,274529628.9316,138378868
"2228",2228,2019-07-31,243,246.68,236.6501,241.61,241.61,9178208,0,1,13.83,16.55,13.46,16.12,224.2,237.4692,3.9056,-2.3193,6.225,33.0702,51.9215,48.6547,15.5555,70.6824,31.6667,91.6667,182.2762,224.2,266.1238,274428878.1065,129200660
"2229",2229,2019-08-01,242.65,244.51,231.77,233.85,233.85,8259516,0,1,15.41,19.46,13.73,17.87,223.9798,237.3505,2.8902,-2.6679,5.558,46.4321,57.4645,47.5625,15.1621,52.2845,30,90,182.4012,223.9798,265.5585,268866346.9228,120941144
"2230",2230,2019-08-02,231.35,236.27,229.23,234.34,234.34,6136481,0,1,17.69,20.11,17.04,17.61,223.8048,237.2518,2.1007,-2.7658,4.8666,55.0136,55.6548,47.638,14.7247,39.6757,28.3333,88.3333,182.4913,223.8048,265.1183,271638223.2836,127077625
"2231",2231,2019-08-05,229.6,231.3673,225.775,228.32,228.32,7028279,0,1,19.96,24.81,19.91,24.59,223.5772,236.959,0.9781,-3.1108,4.0889,48.8055,33.2972,46.7964,14.2432,20.9472,26.6667,86.6667,182.517,223.5772,264.6373,271006943.749,120049346
"2232",2232,2019-08-06,231.88,232.5,225.75,230.75,230.75,5564200,0,1,22.29,22.87,19.77,20.17,223.431,236.7554,0.2812,-3.0462,3.3273,38.1282,25.4327,47.1794,13.7847,26.7896,25,85,182.5368,223.431,264.3252,273686003.0082,125613546
"2233",2233,2019-08-07,226.5,233.5688,225.8,233.42,233.42,4776500,0,1,20.7,23.67,18.94,19.49,223.5378,236.6461,-0.055,-2.7059,2.6508,28.1264,25.6494,47.601,13.366,31.8308,23.3333,83.3333,182.5734,223.5378,264.5023,278279529.2671,130390046
"2234",2234,2019-08-08,234.45,239.8,232.65,238.3,238.3,5274349,0,1,19.36,19.89,16.82,16.91,223.6377,236.7003,0.0715,-2.0635,2.135,34.1494,51.366,48.3669,13.1021,56.4031,21.6667,81.6667,182.5591,223.6377,264.7162,281340864.7007,135664395
"2235",2235,2019-08-09,236.0535,238.96,233.81,235.01,235.01,3898244,0,1,18.14,19.44,17.31,17.97,223.6887,236.6449,-0.0927,-1.7821,1.6894,47.4625,65.3721,47.887,12.8471,51.5293,20,80,182.5614,223.6887,264.8159,279259278.0987,131766151
"2236",2236,2019-08-12,232.99,235.77,228.75,229.01,229.01,4663937,0,1,17.87,21.26,17.77,21.09,223.7,236.3945,-0.6989,-1.9107,1.2118,58.7387,59.4781,47.0217,12.4745,31.4715,18.3333,78.3333,182.5673,223.7,264.8327,274940817.9136,127102214
